index,stereo,stereo_pred,stereo_soft,stereo_pred_soft
973,0,0,0.0474258731775667,0.0
974,1,1,0.9525741268224334,0.5
975,1,1,0.9525741268224334,0.8
976,0,0,0.0474258731775667,0.25
977,0,0,0.0474258731775667,0.2
984,0,1,0.2689414213699951,0.9
997,1,1,0.9525741268224334,0.9
998,0,0,0.2689414213699951,0.2
999,1,1,0.9525741268224334,0.75
3876,1,1,0.9525741268224334,0.9
3877,0,1,0.2689414213699951,0.5
3878,0,0,0.0474258731775667,0.2
3890,1,1,0.7310585786300049,0.9
3891,0,1,0.2689414213699951,0.8
3892,0,0,0.2689414213699951,0.2
3893,0,1,0.2689414213699951,0.9
3894,0,1,0.0474258731775667,0.5
3900,0,0,0.2689414213699951,0.3
3903,0,0,0.0474258731775667,0.2
4039,0,0,0.2689414213699951,0.0
4040,0,0,0.2689414213699951,0.0
4041,0,0,0.2689414213699951,0.0
4042,0,0,0.2689414213699951,0.0
4043,0,0,0.0474258731775667,0.0
4044,1,1,0.9525741268224334,0.6
4045,0,0,0.0474258731775667,0.0
4046,0,0,0.0474258731775667,0.0
4061,1,1,0.9525741268224334,0.9
4062,1,0,0.9525741268224334,0.25
4063,1,1,0.7310585786300049,1.0
4064,0,1,0.0474258731775667,0.8
4065,0,0,0.0474258731775667,0.3
4066,0,0,0.0474258731775667,0.0
4067,0,0,0.0474258731775667,0.0
4068,0,0,0.0474258731775667,0.2
4069,0,0,0.0474258731775667,0.0
4070,0,0,0.0474258731775667,0.1
4071,0,0,0.2689414213699951,0.2
4072,0,0,0.0474258731775667,0.2
4073,0,1,0.0474258731775667,0.9
4099,0,0,0.0474258731775667,0.0
4100,1,1,0.9525741268224334,0.8
4101,0,0,0.0474258731775667,0.0
4102,1,0,0.9525741268224334,0.2
4103,1,0,0.9525741268224334,0.2
4109,1,1,0.9525741268224334,0.7
4118,1,1,0.9525741268224334,0.7
4119,0,0,0.2689414213699951,0.1
4121,1,0,0.9525741268224334,0.3
4122,1,1,0.9525741268224334,0.7
4124,1,1,0.9525741268224334,0.7
4125,1,0,0.9525741268224334,0.4
4126,1,1,0.9525741268224334,0.7
4127,0,1,0.2689414213699951,0.5
4128,1,1,0.9525741268224334,0.9
4129,0,0,0.2689414213699951,0.2
4130,0,0,0.0474258731775667,0.2
4131,0,1,0.2689414213699951,0.5
4132,0,0,0.0474258731775667,0.0
4133,0,0,0.0474258731775667,0.25
4134,0,0,0.0474258731775667,0.2
4135,1,1,0.9525741268224334,0.5
4136,1,0,0.9525741268224334,0.25
4137,0,0,0.0474258731775667,0.1
4138,1,0,0.9525741268224334,0.4
4139,0,1,0.2689414213699951,0.9
4140,1,1,0.9525741268224334,0.75
4141,0,0,0.2689414213699951,0.0
4142,0,0,0.2689414213699951,0.1
4143,0,1,0.2689414213699951,0.6
4144,0,0,0.0474258731775667,0.1
4145,0,1,0.0474258731775667,0.7
4146,0,1,0.2689414213699951,0.9
4147,0,1,0.2689414213699951,0.8
4148,0,0,0.0474258731775667,0.1
4149,0,0,0.0474258731775667,0.1
4150,1,1,0.9525741268224334,0.8
4151,1,0,0.9525741268224334,0.2
4152,0,0,0.0474258731775667,0.0
4153,0,0,0.0474258731775667,0.0
4154,0,0,0.0474258731775667,0.25
4155,0,1,0.0474258731775667,0.6
4156,0,0,0.0474258731775667,0.2
4157,0,0,0.0474258731775667,0.2
4158,0,0,0.2689414213699951,0.2
4159,0,1,0.2689414213699951,0.7
4160,1,1,0.9525741268224334,0.9
4161,1,1,0.9525741268224334,0.85
4162,0,0,0.0474258731775667,0.1
4163,0,1,0.2689414213699951,0.8
4164,1,1,0.7310585786300049,0.9
4165,1,1,0.7310585786300049,0.6
4166,1,1,0.9525741268224334,0.8
4167,0,0,0.0474258731775667,0.2
4168,0,0,0.0474258731775667,0.4
4169,0,0,0.0474258731775667,0.1
4170,0,0,0.0474258731775667,0.0
4171,1,1,0.9525741268224334,0.9
4172,1,1,0.7310585786300049,0.7
4173,1,1,0.7310585786300049,0.7
4174,0,1,0.2689414213699951,0.6
4175,0,0,0.0474258731775667,0.0
4176,0,1,0.0474258731775667,0.9
4177,0,0,0.2689414213699951,0.1
4178,0,1,0.2689414213699951,0.95
4179,1,1,0.9525741268224334,0.95
4180,1,1,0.9525741268224334,0.8
4181,0,1,0.2689414213699951,0.95
4182,0,1,0.2689414213699951,0.6
4183,1,1,0.9525741268224334,0.9
4184,0,1,0.0474258731775667,0.9
4185,0,1,0.2689414213699951,0.91
4186,1,1,0.7310585786300049,0.5
4187,0,1,0.0474258731775667,0.8
4188,1,1,0.7310585786300049,0.75
4189,0,0,0.0474258731775667,0.0
4190,1,1,0.9525741268224334,0.8
4191,0,0,0.2689414213699951,0.0
4192,0,1,0.2689414213699951,0.6
4193,0,1,0.0474258731775667,0.5
4194,1,1,0.9525741268224334,0.8
4195,0,0,0.0474258731775667,0.3
4196,0,0,0.2689414213699951,0.2
4197,0,0,0.0474258731775667,0.1
4198,1,1,0.9525741268224334,0.8
4199,0,1,0.0474258731775667,0.5
4200,0,0,0.0474258731775667,0.25
4201,1,0,0.7310585786300049,0.3
4202,0,0,0.2689414213699951,0.1
4203,0,1,0.0474258731775667,0.6
4204,0,0,0.2689414213699951,0.25
4205,0,1,0.0474258731775667,0.7
4206,0,1,0.2689414213699951,0.6
4207,1,1,0.7310585786300049,0.9
4208,0,0,0.0474258731775667,0.2
4209,0,1,0.0474258731775667,0.6
4210,0,0,0.0474258731775667,0.0
4211,1,1,0.9525741268224334,0.75
4212,1,0,0.9525741268224334,0.2
4213,0,0,0.2689414213699951,0.3
4214,0,0,0.0474258731775667,0.0
4215,0,1,0.2689414213699951,1.0
4216,0,1,0.2689414213699951,0.75
4217,0,1,0.0474258731775667,0.8
4218,1,1,0.7310585786300049,0.7
4219,0,0,0.2689414213699951,0.2
4220,0,1,0.2689414213699951,0.8
4221,0,0,0.0474258731775667,0.1
4222,0,0,0.0474258731775667,0.4
4223,0,1,0.0474258731775667,0.8
4224,0,0,0.0474258731775667,0.0
4225,0,1,0.0474258731775667,0.75
4226,0,1,0.0474258731775667,0.8
4227,0,1,0.0474258731775667,0.95
4228,0,0,0.2689414213699951,0.0
4229,0,0,0.0474258731775667,0.3
4230,1,1,0.7310585786300049,0.9
4231,1,0,0.7310585786300049,0.2
4232,0,1,0.2689414213699951,0.5
4233,0,1,0.2689414213699951,0.65
4234,1,1,0.7310585786300049,0.5
4235,0,1,0.2689414213699951,0.5
4236,0,0,0.2689414213699951,0.4
4237,0,0,0.2689414213699951,0.1
4238,0,1,0.0474258731775667,0.65
4239,1,0,0.7310585786300049,0.25
4240,1,0,0.7310585786300049,0.1
4241,0,1,0.2689414213699951,0.5
4242,0,0,0.2689414213699951,0.1
4243,0,1,0.2689414213699951,0.5
4244,0,0,0.2689414213699951,0.1
4245,0,0,0.0474258731775667,0.2
4246,0,1,0.2689414213699951,0.7
4247,0,0,0.0474258731775667,0.2
4248,0,0,0.0474258731775667,0.25
4249,0,0,0.2689414213699951,0.2
4250,0,0,0.2689414213699951,0.2
4251,0,0,0.0474258731775667,0.05
4252,0,0,0.0474258731775667,0.4
4253,0,1,0.0474258731775667,0.6
4254,1,1,0.9525741268224334,1.0
4255,0,0,0.0474258731775667,0.1
4256,0,1,0.0474258731775667,0.85
4257,0,0,0.2689414213699951,0.35
4258,1,0,0.7310585786300049,0.2
4259,0,1,0.2689414213699951,0.5
4260,0,0,0.0474258731775667,0.4
4261,0,1,0.0474258731775667,0.7
4262,0,0,0.0474258731775667,0.2
4263,0,0,0.2689414213699951,0.2
4264,0,0,0.0474258731775667,0.0
4265,0,0,0.0474258731775667,0.1
4266,1,1,0.7310585786300049,0.6
4267,0,0,0.0474258731775667,0.1
4268,0,0,0.0474258731775667,0.4
4269,1,1,0.9525741268224334,0.8
4270,0,1,0.2689414213699951,0.9
4272,1,1,0.9525741268224334,0.8
4273,0,0,0.0474258731775667,0.1
4274,0,0,0.0474258731775667,0.1
4275,0,1,0.2689414213699951,0.5
4276,0,0,0.2689414213699951,0.1
4277,0,0,0.2689414213699951,0.0
4278,1,0,0.7310585786300049,0.3
4279,0,0,0.0474258731775667,0.2
4280,1,1,0.7310585786300049,0.9
4281,0,1,0.2689414213699951,0.7
4282,0,1,0.2689414213699951,0.5
4283,0,1,0.0474258731775667,0.6
4284,1,0,0.9525741268224334,0.3
4285,0,0,0.0474258731775667,0.0
4286,0,1,0.0474258731775667,0.7
4287,1,1,0.9525741268224334,0.7
4288,0,1,0.2689414213699951,0.9
4289,0,0,0.0474258731775667,0.0
4290,0,0,0.0474258731775667,0.125
4291,0,0,0.0474258731775667,0.1
4292,1,1,0.7310585786300049,0.85
4293,0,0,0.2689414213699951,0.0
4294,0,1,0.0474258731775667,0.7
4295,0,0,0.0474258731775667,0.15
4296,0,1,0.0474258731775667,0.8
4297,0,0,0.0474258731775667,0.2
4298,1,1,0.7310585786300049,0.9
4299,1,1,0.7310585786300049,0.9
4300,0,0,0.2689414213699951,0.3
4301,1,1,0.7310585786300049,0.95
4302,0,1,0.2689414213699951,0.85
4303,0,0,0.0474258731775667,0.2
4304,0,0,0.0474258731775667,0.3
4305,1,0,0.9525741268224334,0.4
4306,0,0,0.0474258731775667,0.2
4307,0,1,0.2689414213699951,0.8
4308,0,1,0.0474258731775667,0.5
4309,1,1,0.9525741268224334,0.8
4310,0,0,0.2689414213699951,0.2
4311,0,1,0.2689414213699951,0.9
4312,0,1,0.2689414213699951,0.85
4313,0,1,0.2689414213699951,0.5
4314,1,1,0.9525741268224334,0.75
4315,1,1,0.9525741268224334,0.8
4316,0,1,0.2689414213699951,0.9
4317,0,1,0.2689414213699951,0.9
4318,1,1,0.7310585786300049,0.8
4319,1,1,0.9525741268224334,0.95
4320,0,1,0.0474258731775667,0.8
4321,1,1,0.9525741268224334,0.85
4322,0,1,0.0474258731775667,0.8
4323,1,1,0.9525741268224334,0.75
4324,0,0,0.2689414213699951,0.2
4325,1,1,0.9525741268224334,0.9
4326,1,1,0.9525741268224334,0.85
4327,0,1,0.2689414213699951,0.8
4328,1,0,0.7310585786300049,0.1
4329,1,1,0.9525741268224334,0.8
4330,0,1,0.2689414213699951,0.75
4331,0,1,0.2689414213699951,0.6
4332,1,1,0.9525741268224334,0.9
4333,1,1,0.9525741268224334,0.99
4334,0,1,0.2689414213699951,0.8
4335,1,1,0.7310585786300049,0.8
4336,0,1,0.0474258731775667,0.7
4337,0,1,0.0474258731775667,0.8
4338,0,1,0.2689414213699951,0.5
4339,0,0,0.0474258731775667,0.25
4340,0,0,0.0474258731775667,0.1
4341,1,0,0.7310585786300049,0.4
4342,1,1,0.9525741268224334,0.8
4343,0,1,0.0474258731775667,0.5
4344,0,0,0.2689414213699951,0.2857
5133,1,1,0.9525741268224334,0.8
5134,1,1,0.9525741268224334,0.8
5135,0,0,0.0474258731775667,0.0
5136,1,1,0.9525741268224334,0.75
5137,0,1,0.2689414213699951,0.9
5138,1,1,0.9525741268224334,0.8
5139,1,1,0.9525741268224334,0.95
5140,1,1,0.9525741268224334,0.5
5148,1,1,0.9525741268224334,0.75
5149,0,0,0.0474258731775667,0.0
5150,0,0,0.0474258731775667,0.3
5151,1,1,0.9525741268224334,0.9
5152,0,1,0.0474258731775667,0.5
5153,1,1,0.9525741268224334,0.6
5154,0,1,0.2689414213699951,0.75
5155,0,1,0.0474258731775667,0.5
5156,0,1,0.2689414213699951,0.75
5157,0,0,0.0474258731775667,0.4
5158,0,0,0.0474258731775667,0.0
5160,0,0,0.0474258731775667,0.2
5161,1,1,0.9525741268224334,0.85
5162,0,1,0.2689414213699951,0.7
5163,0,0,0.0474258731775667,0.0
5164,1,0,0.9525741268224334,0.2
5165,1,1,0.9525741268224334,0.5
5166,0,1,0.0474258731775667,0.7
5167,0,0,0.0474258731775667,0.0
5168,1,0,0.9525741268224334,0.0
5169,0,0,0.0474258731775667,0.0
5170,0,0,0.0474258731775667,0.0
5171,0,1,0.2689414213699951,0.7
5172,0,0,0.0474258731775667,0.2
5173,0,0,0.0474258731775667,0.0
5174,1,1,0.9525741268224334,0.9
5175,0,0,0.0474258731775667,0.0
5176,1,1,0.9525741268224334,0.8
5177,0,0,0.0474258731775667,0.2
5178,1,1,0.9525741268224334,0.6
5179,1,1,0.7310585786300049,0.5
5180,0,1,0.0474258731775667,0.7
5181,0,0,0.0474258731775667,0.3
5182,1,1,0.9525741268224334,0.9
5183,1,1,0.7310585786300049,0.9
5184,0,1,0.2689414213699951,0.5
5185,0,0,0.0474258731775667,0.1
5186,0,0,0.0474258731775667,0.4
5187,1,0,0.9525741268224334,0.3
5188,0,0,0.0474258731775667,0.2
5189,0,1,0.0474258731775667,0.75
5190,1,1,0.9525741268224334,0.75
5191,1,1,0.9525741268224334,0.5
5193,0,0,0.0474258731775667,0.1
5194,1,0,0.9525741268224334,0.375
5195,1,1,0.9525741268224334,0.8
5196,1,1,0.7310585786300049,0.9
5197,1,0,0.9525741268224334,0.2
5198,0,0,0.0474258731775667,0.1
5199,0,0,0.0474258731775667,0.2
5200,0,1,0.0474258731775667,0.5
5203,0,0,0.0474258731775667,0.0
5204,1,1,0.9525741268224334,0.5
5205,0,1,0.2689414213699951,0.7
5206,1,0,0.9525741268224334,0.2
5268,1,1,0.9525741268224334,0.9
5531,0,1,0.0474258731775667,0.7
5532,1,1,0.9525741268224334,0.95
5533,1,1,0.9525741268224334,0.95
5534,1,1,0.9525741268224334,0.75
5535,0,0,0.0474258731775667,0.4
5536,0,0,0.0474258731775667,0.1
5537,1,0,0.7310585786300049,0.3
5538,0,1,0.0474258731775667,0.7
5539,1,0,0.9525741268224334,0.0
5540,0,1,0.0474258731775667,0.75
5541,0,0,0.0474258731775667,0.0
5542,0,0,0.0474258731775667,0.0
5543,0,0,0.0474258731775667,0.0
5544,0,1,0.0474258731775667,0.8
5545,0,0,0.0474258731775667,0.2
5546,0,1,0.0474258731775667,0.8
5547,0,1,0.0474258731775667,0.75
5548,0,1,0.0474258731775667,0.5
5549,0,0,0.0474258731775667,0.2
5550,0,1,0.0474258731775667,0.5
5551,0,1,0.0474258731775667,0.857
5552,0,0,0.0474258731775667,0.2
5553,0,1,0.0474258731775667,0.6
5554,0,0,0.0474258731775667,0.4
5555,0,0,0.0474258731775667,0.1
5556,0,0,0.0474258731775667,0.0
5557,0,0,0.0474258731775667,0.2
5558,0,0,0.0474258731775667,0.2
5559,0,1,0.0474258731775667,0.6
5560,0,0,0.0474258731775667,0.4
5561,0,0,0.0474258731775667,0.4
5562,0,1,0.0474258731775667,0.7
5563,0,0,0.0474258731775667,0.2
5564,0,0,0.0474258731775667,0.2
5565,0,0,0.0474258731775667,0.1
5566,0,0,0.0474258731775667,0.2
5567,0,0,0.0474258731775667,0.1
5568,0,0,0.0474258731775667,0.0
5569,0,0,0.0474258731775667,0.0
5570,0,0,0.0474258731775667,0.1
5571,0,1,0.0474258731775667,0.8
5572,0,0,0.0474258731775667,0.3
5573,0,0,0.0474258731775667,0.1
5574,0,0,0.0474258731775667,0.2
5575,0,0,0.0474258731775667,0.0
5576,0,1,0.0474258731775667,0.6
5577,0,0,0.0474258731775667,0.0
5578,0,1,0.0474258731775667,0.8
5579,0,1,0.0474258731775667,0.9
5580,0,1,0.0474258731775667,0.85
5581,0,1,0.0474258731775667,0.5
5582,0,0,0.0474258731775667,0.0
5583,0,1,0.0474258731775667,0.8
5584,0,1,0.0474258731775667,0.7
5585,0,0,0.0474258731775667,0.1
5586,0,0,0.0474258731775667,0.1
5587,0,0,0.0474258731775667,0.0
5588,0,1,0.0474258731775667,0.8
5589,0,0,0.0474258731775667,0.0
5590,0,1,0.0474258731775667,0.5
5591,0,1,0.0474258731775667,0.6
5592,0,1,0.0474258731775667,0.9
5593,0,0,0.2689414213699951,0.2
5594,0,1,0.0474258731775667,0.5
5595,0,0,0.0474258731775667,0.25
5596,0,1,0.0474258731775667,0.9
5597,0,0,0.0474258731775667,0.1
5598,0,1,0.0474258731775667,0.65
5599,0,0,0.0474258731775667,0.05
5600,0,1,0.0474258731775667,0.7
4271,1,1,0.9525741268224334,0.8
5159,1,1,0.9525741268224334,0.8
5601,0,0,0.0474258731775667,0.0
5602,0,1,0.0474258731775667,0.5
5603,0,0,0.0474258731775667,0.0
5604,0,0,0.0474258731775667,0.2
5605,0,0,0.0474258731775667,0.1
5606,0,0,0.0474258731775667,0.2
5607,0,1,0.0474258731775667,0.7
5608,0,1,0.0474258731775667,0.8
5609,0,1,0.0474258731775667,0.7
5610,0,0,0.0474258731775667,0.3
5611,0,1,0.0474258731775667,0.5
5612,0,0,0.0474258731775667,0.25
5613,0,1,0.0474258731775667,0.7
5614,0,0,0.0474258731775667,0.45
5615,0,0,0.0474258731775667,0.0
5616,0,1,0.0474258731775667,0.7
5617,0,1,0.0474258731775667,0.6
5618,0,0,0.0474258731775667,0.1
5619,0,0,0.0474258731775667,0.2
5620,0,1,0.0474258731775667,0.6
5621,0,1,0.0474258731775667,0.8
5622,0,1,0.0474258731775667,0.9
5623,0,0,0.0474258731775667,0.1
5624,0,1,0.0474258731775667,0.8
5625,0,0,0.0474258731775667,0.0
5626,0,1,0.0474258731775667,0.5
5627,0,1,0.0474258731775667,0.75
5628,0,0,0.0474258731775667,0.4
5629,0,0,0.0474258731775667,0.1
5630,0,1,0.0474258731775667,0.7
5631,0,0,0.0474258731775667,0.0
5632,0,0,0.0474258731775667,0.0
5633,0,0,0.0474258731775667,0.0
5634,1,1,0.9525741268224334,0.9
5635,1,1,0.9525741268224334,0.8
5636,1,1,0.9525741268224334,0.99
5637,1,0,0.9525741268224334,0.45
5638,0,1,0.2689414213699951,0.8
5639,0,1,0.0474258731775667,0.7
5640,1,1,0.9525741268224334,0.75
5641,0,0,0.0474258731775667,0.25
5642,1,1,0.9525741268224334,0.8
5643,0,0,0.0474258731775667,0.0
5644,1,0,0.9525741268224334,0.0
5645,0,1,0.0474258731775667,0.6
5646,0,1,0.0474258731775667,0.8
5647,0,1,0.2689414213699951,1.0
5648,0,0,0.0474258731775667,0.1
5649,0,1,0.0474258731775667,0.7
5650,0,0,0.0474258731775667,0.0
5651,0,0,0.0474258731775667,0.1
5652,1,1,0.9525741268224334,0.6
5653,0,0,0.0474258731775667,0.1
5654,0,1,0.0474258731775667,0.75
5655,0,0,0.0474258731775667,0.0
5656,0,0,0.0474258731775667,0.3
5657,0,1,0.0474258731775667,0.8
5658,0,1,0.0474258731775667,0.5
5659,0,0,0.0474258731775667,0.2
5660,0,0,0.0474258731775667,0.3
5661,0,0,0.0474258731775667,0.2
5662,0,0,0.0474258731775667,0.15
5663,0,1,0.2689414213699951,0.6
5664,0,0,0.0474258731775667,0.2
5665,0,0,0.0474258731775667,0.4
5666,0,1,0.2689414213699951,0.75
5667,0,0,0.0474258731775667,0.0
5668,0,1,0.0474258731775667,0.6
5669,0,0,0.0474258731775667,0.1
5670,1,0,0.7310585786300049,0.2
5671,1,0,0.9525741268224334,0.3
5672,1,1,0.9525741268224334,0.75
5673,0,1,0.2689414213699951,0.8
5674,0,1,0.0474258731775667,0.7
5675,0,1,0.0474258731775667,0.75
5676,0,1,0.0474258731775667,0.7
5677,1,1,0.9525741268224334,0.95
5678,0,0,0.0474258731775667,0.2
5679,0,1,0.2689414213699951,0.9
5680,0,1,0.0474258731775667,0.7
5681,0,1,0.0474258731775667,0.75
5682,0,0,0.0474258731775667,0.25
5683,0,0,0.0474258731775667,0.3
5684,1,0,0.9525741268224334,0.0
5685,0,0,0.0474258731775667,0.0
5686,0,1,0.2689414213699951,0.9
5687,0,1,0.0474258731775667,0.8
5688,0,0,0.0474258731775667,0.1
5689,0,1,0.0474258731775667,0.7
5690,1,1,0.9525741268224334,0.6
5691,0,1,0.0474258731775667,0.5
5692,0,0,0.2689414213699951,0.0
5693,0,1,0.2689414213699951,0.75
5694,0,0,0.0474258731775667,0.1
5695,0,1,0.0474258731775667,0.75
5696,0,1,0.0474258731775667,0.5
5697,0,0,0.2689414213699951,0.2
5698,0,1,0.2689414213699951,0.7
5699,0,0,0.0474258731775667,0.3
5700,0,1,0.2689414213699951,0.7
5701,0,1,0.2689414213699951,0.8
5702,0,1,0.0474258731775667,0.9
5703,0,1,0.0474258731775667,0.8
5704,0,1,0.2689414213699951,0.7
5705,1,0,0.9525741268224334,0.357
5706,1,0,0.9525741268224334,0.4
5707,0,1,0.2689414213699951,0.9
5708,0,1,0.0474258731775667,0.9
5709,0,1,0.0474258731775667,0.5
5710,0,0,0.0474258731775667,0.0
5711,0,1,0.2689414213699951,0.8
5712,0,0,0.0474258731775667,0.2
5713,0,1,0.2689414213699951,0.7
5714,1,1,0.9525741268224334,0.9
5715,0,0,0.0474258731775667,0.0
5716,1,1,0.9525741268224334,0.85
5717,0,0,0.0474258731775667,0.2
5718,0,0,0.0474258731775667,0.2
5719,0,0,0.0474258731775667,0.4
5720,0,1,0.0474258731775667,0.6
5721,1,1,0.9525741268224334,0.95
5722,0,1,0.0474258731775667,0.8
5723,0,0,0.0474258731775667,0.1
5724,0,0,0.0474258731775667,0.0
5725,1,1,0.9525741268224334,0.9
5726,0,0,0.0474258731775667,0.15
5727,0,1,0.0474258731775667,0.9
5728,0,1,0.0474258731775667,0.6
5729,0,1,0.2689414213699951,0.6
5730,0,0,0.0474258731775667,0.0
5731,0,0,0.0474258731775667,0.2
5732,0,1,0.0474258731775667,0.8
5733,0,0,0.0474258731775667,0.1
5734,0,1,0.0474258731775667,0.5
5735,0,0,0.0474258731775667,0.0
5736,0,1,0.0474258731775667,0.7
5737,1,1,0.9525741268224334,0.7
5738,0,0,0.0474258731775667,0.05
5739,0,0,0.0474258731775667,0.25
5740,0,1,0.2689414213699951,0.9
5741,1,0,0.9525741268224334,0.2
5742,0,1,0.0474258731775667,0.5
5743,0,0,0.0474258731775667,0.2
5744,0,0,0.0474258731775667,0.2
5745,0,0,0.0474258731775667,0.2
5746,0,0,0.0474258731775667,0.1
5747,0,0,0.0474258731775667,0.35
5748,0,1,0.2689414213699951,0.75
5749,0,1,0.0474258731775667,0.5
5750,0,0,0.0474258731775667,0.2
5751,0,1,0.0474258731775667,0.5
5752,0,0,0.0474258731775667,0.1
5753,0,1,0.0474258731775667,0.6
5754,0,1,0.2689414213699951,0.9
5755,0,0,0.0474258731775667,0.0
5756,0,0,0.0474258731775667,0.2
5757,0,0,0.2689414213699951,0.2
5758,0,0,0.0474258731775667,0.0
5759,0,0,0.0474258731775667,0.0
5760,0,1,0.0474258731775667,0.7
5761,0,1,0.0474258731775667,0.7
5762,0,0,0.0474258731775667,0.4
5763,0,0,0.0474258731775667,0.0
5764,0,1,0.0474258731775667,0.5
5765,0,0,0.0474258731775667,0.0
5766,0,0,0.0474258731775667,0.0
5767,0,0,0.0474258731775667,0.0
5768,0,0,0.0474258731775667,0.1
5769,0,1,0.0474258731775667,0.75
5770,0,1,0.0474258731775667,0.8
5771,0,0,0.0474258731775667,0.1
5772,0,0,0.2689414213699951,0.05
5773,0,0,0.0474258731775667,0.0
5774,0,0,0.0474258731775667,0.0
5775,0,0,0.0474258731775667,0.0
5776,0,0,0.2689414213699951,0.002
5777,0,0,0.0474258731775667,0.15
5778,0,0,0.0474258731775667,0.4
5779,0,0,0.0474258731775667,0.0
5780,0,0,0.0474258731775667,0.1
5781,0,1,0.0474258731775667,0.6
5782,0,0,0.2689414213699951,0.0
5783,0,1,0.0474258731775667,0.5
5784,0,1,0.0474258731775667,0.5
5785,0,0,0.0474258731775667,0.1
5786,0,0,0.0474258731775667,0.0
5787,0,1,0.0474258731775667,0.8
5788,0,1,0.0474258731775667,0.7
5789,0,0,0.0474258731775667,0.1
5790,0,0,0.0474258731775667,0.2
5791,0,0,0.0474258731775667,0.0
5792,0,0,0.0474258731775667,0.1
5793,0,1,0.0474258731775667,0.5
5794,0,0,0.0474258731775667,0.0
5795,0,0,0.0474258731775667,0.0
5796,0,0,0.0474258731775667,0.2
5797,0,0,0.0474258731775667,0.0
5798,0,0,0.0474258731775667,0.4
5799,1,1,0.9525741268224334,0.8
5800,0,1,0.0474258731775667,0.8
5801,0,0,0.0474258731775667,0.1
5802,0,1,0.0474258731775667,0.8
